product_name,gw_sku,amazon_url
Drop Pods,48-112,https://www.amazon.com/Games-Workshop-Warhammer-Space-Marines/dp/B0FF4XDKQ2/ref=sr_1_2?crid=3MMIXO7RGNRBK&dib=eyJ2IjoiMSJ9.pj4lovcftPys_MdNqg26P0kUbzA8BkIG9QMhQDqPFKbQxvCsvw_guzd8fojc8njjsKRNm_4hN0fFmW3TPKvo7JP5LHOo9Q6I5HHnybTdiVokFu_l7gdITjXcSnkYJOyegy_LcG9xFKOSzEHkLrpBSs4g0vuJNiHGLLtIzttm1XcmdckJ_HE_QcExDuvP-QA2-ewWomtFg4yA0PXgQQVLdrxzJzWb9lENi4m21m-uy_LXt8EATU5A3bSvnRd9p2d5dsp6cQVJ2VxRxyZiz3SAD_FDLN0s1tY5xyTUAYmCO-Q.4_mkcJJjKMOpZW8dz6MCLqTd2dL8K6FolRDCEPiqQxg&dib_tag=se&keywords=Drop+Pods&qid=1777828888&sprefix=drop+pods%2Caps%2C282&sr=8-2
Drukhari Ravager,45-12,https://www.amazon.com/Drukhari-Raider-Warhammer-40-000/dp/B091VXBHQ1/ref=sr_1_1?crid=11J77M350HLP8&dib=eyJ2IjoiMSJ9.pXIq6A8HYdZWMlPQauRgVv2PhNWNVlys4XPa0kOFmOZdqROYzEpoKzoQHa9X6LLJnNt5TSygytst2y5nC1ReNVQvF7T6weP74PBCVggt1OAlJ1cLBQ40TFHZ8TMxw-ZywX4nYyfiJzuT4TPs6FPFT6TA1J9ghx64KM-oKq-gREM-BbZPAgwSRIXLOiZOn87-2Ug9vvvCt6A1wL1wDj7jeH067vOSYoa4n2dWLJThEaozT_msWf5XcjRAKJSWgDvz_rw0FvjRv6XKD2OmmMR9YWNiU3k3-AXuVFGQdv9bP1M.0g8JZlNa8j98tW-ANOzD-2CgwSqcwSMtzaI14HPp5iE&dib_tag=se&keywords=Drukhari+Ravager&qid=1777828903&sprefix=drukhari+ravager%2Caps%2C250&sr=8-1
Eldrad Ulthran,prod3650164,https://www.amazon.com/Games-Workshop-Warhammer-40k-Craftworlds/dp/B076Q37BHZ/ref=sr_1_1?crid=KAGE7G2Z0E0Z&dib=eyJ2IjoiMSJ9.Uz_oA8JVAtgK9kED7s0VZf_OJQMaCAjnxvc2lo618qeTZDhtFT48ruGgMngY38ZWE3_jF6EDDTKTWAhF5g15B4o7cov3KrAsvJB32ZFSPG89IV89Mp8i4Gv0jbCDR_VscumYEDqNRgNQb0lVw91wPxSdN7-i6D1Bq9PNXtZCiT5k5uzTKTb_vWSdu2an6cIq-9_k1ue0_cMjtlCn9dJZB3K98pd9MZg4EiudLepjvCAw1itZ1GG7MPliNDQez9sMoxc1UWYxPzwwnEJ1HH5Gw2Cs0Zko3Ua7eoK_pygKDDk.e1ak0qcaQq89E_cNhZY8ttTT6lADUXyvFi7y5IFBZ6E&dib_tag=se&keywords=eldrador+ulthran&qid=1777828925&sprefix=eldrad+ulthran%2Caps%2C218&sr=8-1
Farseer Skyrunner,prod3650295,https://www.amazon.com/Games-Workshop-Farseer-Skyrunner/dp/B09WNGQTBT/ref=sr_1_1?crid=3HOHI9HZ3FQAT&dib=eyJ2IjoiMSJ9.yDdmJJeqkQY-COcd4CeCfNq1rmaRQSAH_GyYPwZXhT7pOaXTDOaw_OkcSbPj5Ysk-verTDVT8DkTTeHHQqZSMsmQTTZ65ckMEURT95KRLhc.NtcEeYBvceQ4lAeOlRaAedK1JJEtYpVglisDMOBuqDU&dib_tag=se&keywords=Farseer+Skyrunner&qid=1777828946&sprefix=farseer+skyrunner%2Caps%2C175&sr=8-1
Fenrisian Wolves,53-25,https://www.amazon.com/Games-Workshop-99120101221-Fenrisian-Plastic/dp/B078VCQBW4/ref=sr_1_1?crid=8V6D0MO3WMX9&dib=eyJ2IjoiMSJ9.e9F3dBY4wSLTPZvJu5TVm22KTFYqh7FqjTptOPD-lxpcrXK1VVINHoV0EcABe9sPt7MdoIQV_bnMG8laOr2HLGD4UEAMbSgnfX8ov6JAopk0q3FiJChVUUJ4rgYdEAIUaP5O7-DvRbK6DTvK66BgsA5-Wc4ot7EhaLtj3fuVtK82OqpwqhhB92q64mbzL-d8eDZzn_w73SYhTDOieR61MhhBhESR4YO_uX1-E5cvcvQ.ZfFVQ_9vj9-LaSZKJXRDAXDMpLQ0QPJF_6uQ-TZTR7o&dib_tag=se&keywords=Fenrisian+Wolves&qid=1777828960&sprefix=fenrisian+wolves%2Caps%2C180&sr=8-1
Fiends,99129915052,https://www.amazon.com/Citadel-Daemons-Slaanesh-Fiends-Warhammer/dp/B07R55R7QB/ref=sr_1_2?crid=2GTRTMF8C5FFJ&dib=eyJ2IjoiMSJ9.i30ZEb3RE7He2pdJ2-ROraK-dUEjYUdkRttjPU19kZtYM2YplVMd4wZllH-Zdgu-AYrYh9W2oVNWf2WaYprqRVsCNVW0TtSjbL1eM_hRIZxhu0B86Q2snvE_Ec718B2W41Nlxeiu5L_IASvDRYxpT4GyLuroKX0hrRTvaGjvBEN_DprIkeVNiXqwOiRGg9-VXuPH1dgRMSbRyayX9UWjVhVuRomN4AXAEx7qOvDco4Y.YvDIBsNCgwDT8u5pyFydlpW5WeNtHhDH6CBuqOKmK-k&dib_tag=se&keywords=Fiends&qid=1777828979&sprefix=fiends%2Caps%2C355&sr=8-2
Fire Prism,prod770019a,https://www.amazon.com/Games-Workshop-Warhammer-Eldar-Spinner/dp/B003P0YRLA/ref=sr_1_1?crid=3RYOY5LR6V9KX&dib=eyJ2IjoiMSJ9.EqWQ4A3BZcqN733b2U7GEqIrDJ94RPl1mXS-TEkpaZp_Id5gU4t1bKZ9oKZu0O2sTOJY97Y6WesCL3zNngSr5HikiV78FZR-hDISRDxxgSNnX59yU8VV-kQCVJvpRz9tm-x0zk9KJ9i7iEAwJC9AbIY_wR0w5VAwTUv6X_hF7_4sYcpStuXHEVkicXlfjwF000RrbGdG-rcA8A-VQRiZlcZ7yjO3fovgGyZeDva2BHN2Bl5rO0c4-f50FYSJIa6jvunOc_X9tCBqfkjUUGBEEo-QlO5yUgkc3BOTe3fVtVY.pSaTN_IZWV4CQxtkPTdgOkF7brit5eZKgbZlgUBJ8Ig&dib_tag=se&keywords=Fire+Prism&qid=1777828995&sprefix=fire+prism%2Caps%2C185&sr=8-1
Flamers of Tzeentch,P-TZEENTCH-FLAMERS,https://www.amazon.com/GAMES-WORKSHOP-99129915031-Daemons-Tzeentch/dp/B01N4VDVTR/ref=sr_1_1?crid=27UP3D0Z4DNH7&dib=eyJ2IjoiMSJ9.SnFsJ107Q6AMzD9_1Dz1WT_RDq4snUOblzIpcMlyjA7iot-E7WSA_GJHQGM2Px4gOevmv5PT0b9G5BaiUDSreCRB9EwgVMGnJprLqoJ08nB3MM7mV1a6ulCq86g5ujQF.9PbanLVMWfBN-SEGEhDhLN3QD1ImOd-XEii8FQE4JMk&dib_tag=se&keywords=Flamers+of+Tzeentch&qid=1777829019&sprefix=flamers+of+tzeentch%2Caps%2C240&sr=8-1
Flawless Blades,99120102202,https://www.amazon.com/Games-Workshop-Warhammer-Emperors-Children/dp/B0F3XCNW1D/ref=sr_1_1?crid=WAHKI5HRNEIO&dib=eyJ2IjoiMSJ9.Tl0jCXRH1929CfJKXBsfrT9_er2Pu832XGU6MdD1GD25zQEs_I9To5FMTXzFJg5YzYHruQJKagC2BbQeDPAPima3nI32kvh0HdHnEGdSQvVgHN5bay3WiAykF6rTr-9TgwfXPuCfTtZJyNSPGI8Ah1qk7z83lWwMlcG8xbirVBYjVzMMHtSAR3iveKGLgItXqeyykOTyvcqDEEGS7DN8vfu9U9ufFpBRFySeUJ07fRTXbdkrXsqqMJPhhLHiyOO6sV4Ig_wYDDIjisHYuUilcpwcMu8lkBBQH-HtxnhSrI0.2GMcM8ih5iHNvwo1U6JNmNQq_mDe-qyN1-raoyo5B2A&dib_tag=se&keywords=Flawless+Blades&qid=1777829033&sprefix=flawless+blades%2Caps%2C184&sr=8-1
Flesh-Eater Courts Terrorgheist,91-32,
Flesh Hounds of Khorne,P-KHORNE-FLESHHOUNDS,https://www.amazon.com/Games-Workshop-Flesh-Hounds/dp/B0C47VMPXV/ref=sr_1_1?crid=3JVTN7OTHLSXX&dib=eyJ2IjoiMSJ9.gfj9I0hWCU5gfSGesDPgnComtdwTu0guzj6wH8P76d3RUBVEgDsXSJqCU779O_L9TDOMWWbQGMwC_06IhdDN_g.Mi_FxRFIi-C-aFZsMO6U_PTj0AwB0bZpwLfH0_w9bbA&dib_tag=se&keywords=Flesh+Hounds+of+Khorne&qid=1777829073&sprefix=flesh+hounds+of+khorne%2Caps%2C178&sr=8-1
Forgefiend,99120102089,https://www.amazon.com/Games-Workshop-43-14-Warhammer-40k/dp/B07PWY44DY/ref=sr_1_1?crid=S9MENZOI8RKW&dib=eyJ2IjoiMSJ9.w9CFFTLd26kxJgmK0TFFaicGVqfI4hrWVcQAtyGR0dCczN4KztePU_BkZeQYO4_7_DifF9ke2bUVjiGrlcCrcF5m9Vxwy0i17kwtH41pQeVCECayTU51ikagm7QsNoFeNL5XRkL3qtETxEHJSKNjza1T8gFZ-fXveDS6ON4UmwA20ZWNFVz2bPoV5tUmZPIQ.xWdxmRdBhECvDuIjRCMM7bsf8hsSMelsF2U6BuSMga4&dib_tag=se&keywords=Forgefiend&qid=1777829096&sprefix=forgefiend%2Caps%2C202&sr=8-1
Fuegan,P-203621,https://www.amazon.com/Warhammer-40-000-Aeldari-Phoenix/dp/B0DV421YK7/ref=sr_1_1?crid=3SZHK2XB70PB0&dib=eyJ2IjoiMSJ9.pUtqZ0moB9opTSse327_7U6EVxCFtpBxfOWhHa8JcZHTFy-5wg6hwQaCCyBVppL6dN8L5XjDqlywdMfrRqAj8h_5PB0TO1UkQjwUXPww5sXjDqT939Ha0ArjU75b2-bqW8KbgnK4wDXXKuKkkQRLnw.r1wcOmDMvhM48Zk7MGbljBYgmGUDXgIfRBY1PoBUYvM&dib_tag=se&keywords=Fuegan&qid=1777829123&sprefix=fuegan%2Caps%2C184&sr=8-1
Fulgrim – Daemon Primarch of Slaanesh,99120102200,https://www.amazon.com/Games-Workshop-Warhammer-Emperors-Children/dp/B0F3XH9J9L/ref=sr_1_1?crid=3UFIIKGVSZ925&dib=eyJ2IjoiMSJ9.iRM8lbl3ooo9J7rXYoi0yBnVvEKLoughJM4sTfamEdpzGSoJlfCjjVPUT7pI744UL9tk7674Ot00SCnhqIUn1R_nFwqyR2jXKiVSL10F3UdEgqszhDTXdzAec_pDA9tF4QXnLw9m_KarxgwYV28MmlRbH5zhycl9_3q_aFQ-hTv0Z9txzrThdLXdJcloG5rNsSbUE9K6igYAq6B43LklOPVZZhaGNZ7b9EHoaYuyi1vCE9GoiuUcDkVkjA0V8kC5RX0iwk-XC9Vq_p5Ywvj1gLplno2kt5AzKhs_KHdkC_k.BY9jnrxuuxXrx6aUQxKbf6jBDl5S7FOK7JXjQ4rvgGM&dib_tag=se&keywords=Fulgrim+%E2%80%93+Daemon+Primarch+of+Slaanesh&qid=1777829134&sprefix=fulgrim+daemon+primarch+of+slaanesh%2Caps%2C220&sr=8-1
Ghazghkull Thraka,50-38,https://www.amazon.com/Games-Workshop-Warhammer-40k-Ghazghkull/dp/B08M2HJXTW/ref=sr_1_3?crid=3ORGK6FLJNB6Y&dib=eyJ2IjoiMSJ9.DYdQgkY1SRDPrlyI1O4y4f40No-toFw2gFE9BIIImDHGjHj071QN20LucGBJIEps.MZPCwKjnAugCluZwraZQ9cAv9KnNT2PvKTRAW-rcDIo&dib_tag=se&keywords=Ghazghkull+Thraka+miniature&qid=1777829171&sprefix=ghazghkull+thraka+miniature%2Caps%2C138&sr=8-3
Ghost Ark,prod4390157,https://www.amazon.com/Games-Workshop-Warhammer-40k-Necron/dp/B08HCL7SFY/ref=sr_1_1?crid=12AXD7Q06KZB1&dib=eyJ2IjoiMSJ9.ZlcnHUi7YQUt-4rcRZgtEQTSRLngWBlS0r6cR-ZgZ6trw41AN2zjNwVt66k2wljTOfKlu4FujqJie7mkD-cnlpXo9S5YbI0amdeCNLHcGvXYvKNlgfIy0WbF0bG21N-2gGk-zCujW9l-Nf0y6Ns97HiyrmKs9uaMUEftHEDlHzfuno-1PRz_JX6sQrPscd4o-EbTOIyoetwfApfMpPcWuc-Qmhap5zV3fgyLzJqZbfc.QvHf-mvLQSZvbT1li5bXbFjNxE-GBA0xsC8n7PG_2Rg&dib_tag=se&keywords=Ghost+Ark&qid=1777829187&sprefix=ghost+ark%2Caps%2C208&sr=8-1
Gladiator Lancer,48-113,https://www.amazon.com/Games-Workshop-Warhammer-40k-Gladiator/dp/B08P7YJSM6/ref=sr_1_1_mod_primary_new?crid=6GTVASC8CIM9&dib=eyJ2IjoiMSJ9.8xarEOqp32e6MaEqtEMWyEHlM5ZN6nZVzAdxIrwpKArzQtNUBPMy3qZF6Jhpi8yMDjI2tmf0bChehyEL4r0u5OgZPT1z3m0mXe_KgGVSB6YJ49yr14cXIAzfqpmV-it3nBPvNG0WJdQPyV_cJlpehw.-MTaJcWV-naSrMNeJABvD6DyH7EgBfHeJ5hFBAELCm0&dib_tag=se&keywords=Gladiator+Lancer&qid=1777829200&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=gladiator+lancer%2Caps%2C184&sr=8-1
Gladiator Reaper,48-114,https://www.amazon.com/Games-Workshop-Warhammer-40k-Gladiator/dp/B08P7YJSM6/ref=sr_1_1_mod_primary_new?crid=6GTVASC8CIM9&dib=eyJ2IjoiMSJ9.8xarEOqp32e6MaEqtEMWyEHlM5ZN6nZVzAdxIrwpKArzQtNUBPMy3qZF6Jhpi8yMDjI2tmf0bChehyEL4r0u5OgZPT1z3m0mXe_KgGVSB6YJ49yr14cXIAzfqpmV-it3nBPvNG0WJdQPyV_cJlpehw.-MTaJcWV-naSrMNeJABvD6DyH7EgBfHeJ5hFBAELCm0&dib_tag=se&keywords=Gladiator+Lancer&qid=1777829200&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=gladiator+lancer%2Caps%2C184&sr=8-1
Gladiator Valiant,48-115,https://www.amazon.com/Games-Workshop-Warhammer-40k-Gladiator/dp/B08P7YJSM6/ref=sr_1_1_mod_primary_new?crid=6GTVASC8CIM9&dib=eyJ2IjoiMSJ9.8xarEOqp32e6MaEqtEMWyEHlM5ZN6nZVzAdxIrwpKArzQtNUBPMy3qZF6Jhpi8yMDjI2tmf0bChehyEL4r0u5OgZPT1z3m0mXe_KgGVSB6YJ49yr14cXIAzfqpmV-it3nBPvNG0WJdQPyV_cJlpehw.-MTaJcWV-naSrMNeJABvD6DyH7EgBfHeJ5hFBAELCm0&dib_tag=se&keywords=Gladiator+Lancer&qid=1777829200&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=gladiator+lancer%2Caps%2C184&sr=8-1
Gloomspite Gitz Squig Herd,89-10,https://www.amazon.com/Gloomspite-Gitz-Squig-Warhammer-Sigmar/dp/B07M71TWV4/ref=sr_1_1?crid=2THEZFOLI7B2J&dib=eyJ2IjoiMSJ9.LitcgRN1bO0uMItoBGdf6UjYsAy5uKrt94n-cM8ufEp5KYBUMlSLZCUhgMdcnSNzSt2bK4FZKs9Y9sLeO8B9Yb-7V6gKjeDbHme1LCYXz0EcbrepsjJaR9Slesmq0dh-fDEYO6cioAsILmTJKuW55tMEdCWm-j0D_UGCYdpmorYO3j2sv4198Do_vywT2-f0DygWKlyGDnTdJZP8JAuaFtMnj1YKRvNrneSbyWMrhIBcADiq96jpYDz9tPgZbteYLCoEYIDurFjItDJDeCaUYEAnzHYYv5gpmwaBeJS3u8Y.rVLGjroYxyG8rImaRbvmwhgEvjc6BMBn7gM-_BsCggA&dib_tag=se&keywords=gloomspite+gitz+squigz+herd&qid=1777829228&sprefix=gloomspite+gitz+squig+herd%2Caps%2C181&sr=8-1
Gorkanaut,50-39,https://www.amazon.com/Games-Workshop-99120103088-ORKS-MORKANAUT/dp/B09HJSR7Y8/ref=sr_1_1?crid=2Q0CGYV8ZAWMX&dib=eyJ2IjoiMSJ9.qGePSH2dtREZK0GBebfimx1VgYXth4D5OrPOgTL9qSG1X_pP6YawpfB85u97hfO1SVGvoyJuLBM_uJl54TlNGw.Vt0nKt1cgPIYIuZix0UUccs4thrjzgnXhoLMdeIm_zA&dib_tag=se&keywords=Gorkanaut&qid=1777829249&sprefix=gorkanaut%2Caps%2C189&sr=8-1
Grand Master in Nemesis Dreadknight,57-23,https://www.amazon.com/Warhammer-40K-Knights-Nemesis-Dreadknight/dp/B0FPDMT27L/ref=sr_1_1?crid=KBBLLG30OHYI&dib=eyJ2IjoiMSJ9.muynODyy4f3m8rg85-EDgw.Mhb7ppNWj0anS-Jke4uKh4vg-1hxvoayeoRSrHT9GBA&dib_tag=se&keywords=Grand+Master+in+Nemesis+Dreadknight&qid=1777829266&sprefix=grand+master+in+nemesis+dreadknight%2Caps%2C291&sr=8-1
Great Unclean One,prod3700247-99129915063,https://www.amazon.com/Games-Workshop-Warhammer-AoS-40k/dp/B09RQQMXQF/ref=sr_1_1_mod_primary_new?crid=5TX4KUMBM9V3&dib=eyJ2IjoiMSJ9.PO8naScRc1SFTaUwBRm712Q4TD2mFvW-PnwSYLUGfvKSsPHkSFeIe7PxIz-rfCtS.nxtBUXEfRyqb_3XWNEdsIvuGANEEm9Bm2mHoDQkOKWk&dib_tag=se&keywords=Great+Unclean+One&qid=1777829279&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=great+unclean+one%2Caps%2C193&sr=8-1
Grey Knights Paladins,57-25,https://www.amazon.com/Knights-Brotherhood-Terminator-Squad-Warhammer/dp/B09C3NTQSP/ref=sr_1_1?crid=2ZBXW1CYYWUB2&dib=eyJ2IjoiMSJ9.tuB9kfo-ppxTGCNX-1w1ILucoQiDYlzIMfXTb8zqu7oOXjHoTjMF8Gnx_tishTxqhyeagoIt0LSHYLc5tXXDj348oeosmWb9ALfBnTv9lVdzuef-ov1NfSE1CaONhzRRPzGIlyVU2tGqr_uHQ0LdhqjLUhles6ylo5XWkb0GCZakMAfY1_AvquEIMUcmIU9ONGLJKcZgdGgPdv-z_QH16DbeOeM7kWfNGbx6_TBWu67NNe2dRg5fZXPWy1o9cGfYrr1EaLyzNReWHZQctkUdBYKhJP-SpUJ7nICjl_Wr3iw.AQ4iLVGG4urcgNaNRUqBn0Eym4XlPUclDw1pG3XNvJ4&dib_tag=se&keywords=Grey+Knights+Paladins&qid=1777829294&sprefix=grey+knights+paladins%2Caps%2C216&sr=8-1
Grimnyr,prod5000438-99120118004,
Guardian Defenders,prod4870188,https://www.amazon.com/Games-Workshop-46-09-Warhammer-40k/dp/B09TG2LS1N/ref=sr_1_1?crid=PV6C78ZP6IL5&dib=eyJ2IjoiMSJ9.fT6WLAgiJeCTF1MyxkvVKg.SbegoHxyPbgm45OHtWt__CWdBPGFuiRwbBLXNA2mU6Y&dib_tag=se&keywords=Guardian+Defenders+aeldari&qid=1777829405&sprefix=guardian+defenders+aeldari%2Caps%2C155&sr=8-1
Harlequin Troupe,prod3530579,https://www.amazon.com/Games-Workshop-GAW58-10-Warhammer-40k/dp/B09Y2DHTQV/ref=sr_1_1?crid=ODYUA3KV73AE&dib=eyJ2IjoiMSJ9.t-U_2FF5E7DDbySHOPLWqQ02vXmGEjQYmyWbEztjCISo1qANL2Hl4dLFkNBoNHxHy6qhydIqo_DbqQFJUcLqWudrgP_K15cs9uEOVZmsg4BzyPCGnQtStNm2kRWmRKvOCMIDJkrp9oivQkATY87kyynCNc3A0Yz0N3-DoKkIY8gnj1PX-uw_ZiNX7ggI9p9zJ-Xsy1fKog1nC4ckAtpG27ufGMU7VMBSoEdSgexDIIM.uBQa3elKWHeZYLmGbeqrQPkRpMEYdnhCs26FAGEcXVc&dib_tag=se&keywords=Harlequin+Troupe&qid=1777829418&sprefix=harlequin+troupe%2Caps%2C371&sr=8-1
Heavy Intercessor Squad,48-116,https://www.amazon.com/Games-Workshop-Warhammer-Marines-Intercessors/dp/B095J5ZPN7/ref=sr_1_1?crid=2SFDW17LBKBX1&dib=eyJ2IjoiMSJ9.HTMiMoElTi9oBIN82ZSETmAq9ZztRFYGKnNPlkP3xONMOcnAwnhJHPOBAXj4NCOduSEGB_xxaUHCn_H9aAchIGUt820C426wqqt2m3RNDoBYbIQZdWmcEQTTHoAQg_jxllu8SWXt8dfv-ZG0fcIspw.KiwTZcpULgew3U0r6oBHl86da8nUzpqwgUq_LyD_KNk&dib_tag=se&keywords=Heavy+Intercessor+Squad&qid=1777829432&sprefix=heavy+intercessor+squad%2Caps%2C195&sr=8-1
Hekaton Land Fortress,prod5000440-99120118006,https://www.amazon.com/Warhammer-40k-Leagues-Hekaton-Fortress/dp/B0BK9JNRVX/ref=sr_1_1?crid=23R6U65UWLMZ6&dib=eyJ2IjoiMSJ9.PE8r0Ydu6k8PMwQ1ZEyQTw.jlIMouF59KHXSEbiChU5MK8fe98Oz_30YPnJXp3xZ-4&dib_tag=se&keywords=Hekaton+Land+Fortress&qid=1777829447&sprefix=%2Caps%2C559&sr=8-1
Heldrake,99120102090,https://www.amazon.com/Games-Workshop-Warhammer-Marines-Heldrake/dp/B01LXTJ1JC/ref=sr_1_3?crid=1W0I3OFTQ1W92&dib=eyJ2IjoiMSJ9.HhRehQUQT35NPENmntpHBiSyMHk3L4lAAU6Ll_dbUfXh6L9iF1geNZeREK8Xrio-.dQ2g1D9wgKTgFMvKM-XBDukH6cZxU6TDSXm4uf2vf-8&dib_tag=se&keywords=Heldrake&qid=1777829465&sprefix=heldrake%2Caps%2C1126&sr=8-3
Hellblaster Squad,48-117,https://www.amazon.com/Warhammer-40-000-Primaris-Hellblasters/dp/B08HSVBXTM/ref=sr_1_1?crid=2LF5EBVO2E909&dib=eyJ2IjoiMSJ9.2Zr4CItUyg-9dU5sE0vfSlozqE-z73gjV3sPCc66sLTLgc_yjesJ3kZeUQ1Qxml7ZIe3imCXgmVIjGr1-LfIfHRSNefw6n93tzH-cyeF7S4.R3zXMv4-KeUFAVuf1BMh5whD5KgB1OpBQSJ2rElpEOw&dib_tag=se&keywords=Hellblaster+Squad&qid=1777829486&sprefix=%2Caps%2C681&sr=8-1
Hemlock Wraithfighter,prod3600197,https://www.amazon.com/Aeldari-Hemlock-Wraithfighter-Warhammer-000/dp/B09VMHC9FY/ref=sr_1_1?crid=3U33KHCX8832E&dib=eyJ2IjoiMSJ9.a8-bVtWfXItsUehVNfDyrb2i0FmBVg_9iWMu0K_08T80Qm6RaGb_8vA4XXB9afRQpNpqPH4ZGuqYwr_ZPcW_Iw.9ICBtvDnrU5kCB3No1I-WB24U7MceUVP35OrD-1ggqE&dib_tag=se&keywords=Crimson+Hunter+40k&qid=1777828164&sprefix=crimson+hunter+40k%2Caps%2C175&sr=8-1
Hexmark Destroyer,prod4390148,https://www.amazon.com/Games-Workshop-Warhammer-Necrons-Destroyer/dp/B08KXCR2C6/ref=sr_1_1?crid=3G4J9P0XK1RH4&dib=eyJ2IjoiMSJ9.IjYqHZUevvGCah67B91yDjHQF8Sr-54GrhxC_1Emp1aH1L1jGFtMpnuVgzkmSAoUm855MeikMh7Ho90Uko4L0w.HmvBmSUuB2vrtRt9NH3E-omJKEwY6qYJew3ZyBGMR50&dib_tag=se&keywords=Hexmark+Destroyer&qid=1777829501&sprefix=%2Caps%2C227&sr=8-1
Howling Banshees,prod4390157,https://www.amazon.com/Warhammer-40k-Games-Workshop-Aeldari/dp/B09TLBQLG7/ref=sr_1_1?crid=2M4K884UG2U0M&dib=eyJ2IjoiMSJ9.Ngi4REMSDGu8kL4wYvJ2rTsubZf_lPnfqlabGTeFJ60ZhbZVCDwLggmX_elaqxvbeKqZXMx5q-o1DCZjSUESBA.o8qJ2IK_W2-2P33nq36CGsta_KjYnGdX2j2qzNJcV_4&dib_tag=se&keywords=Howling+Banshees&qid=1777829514&sprefix=howling+banshees%2Caps%2C275&sr=8-1
Hunta Rig,50-41,https://www.amazon.com/Games-Workshop-Orks-KillRig-Miniature/dp/B09H4J1DXM/ref=sr_1_1?crid=GUC825R5I3AL&dib=eyJ2IjoiMSJ9.b0EqjXqCUPlFMN3lfa-wT0VwVi7RWIqosoN2b2FIf_VnOhxHG5Xo0JEsc_CV7-Z5nA4vbidIWzOTj1IHULY4XQ._KZxUDdmG_LPlPsYOsEtYQEr9lfcetbdoxjDyOLUApQ&dib_tag=se&keywords=Hunta+Rig&qid=1777829527&sprefix=%2Caps%2C215&sr=8-1
Illuminor Szeras,prod4390160,https://www.amazon.com/Games-Workshop-WARHAMMER-NECRONS-ILLUMINOR/dp/B08BNC4GL6/ref=sr_1_1?crid=2NFQZQ42VLEKG&dib=eyJ2IjoiMSJ9.q5LYKZA8qhzMUS3qmk3sWmTxAu3PrnTsk6OCrEnnvOlG0l53MgnUMDYCgWZMHeon.aa_zvs-EKgvweKlPpcuuvjut6RZt1ujQ9y2k1dwbaOU&dib_tag=se&keywords=Illuminor+Szeras&qid=1777829551&sprefix=illuminor+szeras%2Caps%2C209&sr=8-1
Imotekh the Stormlord,prod4900149,https://www.amazon.com/Warhammer-40K-NECRONS-IMOTEKH-STORMLORD/dp/B0CNTV7SQK/ref=sr_1_1?crid=3H8HNP9N0YN0G&dib=eyJ2IjoiMSJ9.5lKC_223zJRFOlHHF9IyHI6hHGDFjiW7p9AhBliVcQPGjHj071QN20LucGBJIEps.j61ad7DeIHD6BnziYoqX3k8pKVYifTCuraH3r0tsws8&dib_tag=se&keywords=Imotekh+the+Stormlord&qid=1777829566&sprefix=imotekh+the+stormlord%2Caps%2C214&sr=8-1
Imperial Knight Preceptor / Canis Rex,54-15,
Invictor Tactical Warsuit,48-118,https://www.amazon.com/Warhammer-Marines-Primaris-Invictor-Tactical/dp/B08GCKF1DW/ref=sr_1_1?crid=3IGSLN799UET6&dib=eyJ2IjoiMSJ9.Gr21DgfNmavUw08f40Iz11-9HLUBqRYmOtAF7i8aHDlNGZe90XSpnj-DvYOEQE4-cLHBShVE_m5qcpsrtvkpbVEJUCMlTHeTJIYerfW1VW4.u1fmrnUcgoh_ogKS2kHP2FKy_AJvyFc7KmxMWLeIrFg&dib_tag=se&keywords=Invictor+Tactical+Warsuit&qid=1777829615&sprefix=invictor+tactical+warsuit%2Caps%2C239&sr=8-1
Iron Father Feirros,61-02,https://www.amazon.com/Warhammer-40k-Hands-Father-Feirros/dp/B08LQT7D8W/ref=sr_1_1?crid=18A1RW6KQOZZA&dib=eyJ2IjoiMSJ9.0DcyOoapxKUAFDVQ6WakPA.Rf9DpoodfF3xoRpDre_2sa-AqgtB0m6DzJrjaasu1JU&dib_tag=se&keywords=iron+father+fierros&qid=1777829627&sprefix=iron+father+fierros%2Caps%2C241&sr=8-1
Ironkin Steeljacks,P-223001-99120118020,https://www.amazon.com/Ironkin-Steeljacks-Leagues-Votann-Warhammer/dp/B0FL3DG4ZQ/ref=sr_1_1?crid=1ASSLMD47QJKV&dib=eyJ2IjoiMSJ9.uRj6UVUHEA-fpADibZNQEc7lb4-H9fdd0y_cHabySvU.57Joj_qeKuAlsUD_lB6oag4_wyVi6EuiRerf9QRMYjI&dib_tag=se&keywords=Ironkin+Steeljacks&qid=1777829892&sprefix=ironkin+steeljacks%2Caps%2C315&sr=8-1
